id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90
1584,Male/IMD1/East Midlands,2018,1.6793852,26.068821,32.873108,24.981264,16.826519,45.593697,30.490904,0,0,0
1585,Male/IMD1/East Midlands,2019,3.3609717,14.863811,32.067986,24.398575,27.973593,25.43882,9.8347759,0,0,0
1586,Male/IMD1/East Midlands,2020,1.6797576,18.747656,51.03643,51.553638,33.583344,68.412216,19.146084,14.878738,26.253611,118.62396
1587,Male/IMD1/East Midlands,2021,2.0503497,10.972131,23.54788,41.583885,40.986008,13.107018,46.829636,0,66.357002,0
1588,Male/IMD1/East Midlands,2022,2.0243461,18.312336,15.439246,49.27874,34.342625,27.054447,0,15.797789,0,0
1589,Male/IMD1/East Midlands,2023,0.67478204,14.649868,11.579435,40.31897,22.895082,6.7636118,35.004814,15.797789,0,0
1590,,,,,,,,,,,,
1591,Male/IMD1/East of England,All Years,,,,,,,,,,
1592,Male/IMD1/East of England,2016,1.8255671,15.869658,48.635174,14.498007,52.722755,60.090134,40.074806,0,0,0
1593,Male/IMD1/East of England,2017,1.8227303,20.802996,29.411764,42.789902,23.379053,9.2319059,0,0,0,0
1594,Male/IMD1/East of England,2018,0.45477492,5.0999594,40.20216,41.917004,47.363434,43.99472,26.759432,73.42144,0,0
1595,Male/IMD1/East of England,2019,0.91208422,35.147621,27.763895,68.245407,15.621339,25.967281,26.11648,18.132366,0,0
1596,Male/IMD1/East of England,2020,0.45565352,25.07271,32.432434,13.170025,31.434185,42.99226,25.278059,18.515089,0,0
1597,Male/IMD1/East of England,2021,2.3551688,25.302362,38.86298,45.682961,24.218939,35.864788,64.102562,20.479214,0,0
1598,Male/IMD1/East of England,2022,0.47007281,10.180189,38.057957,44.464207,23.773674,0,11.951715,0,0,0
1599,Male/IMD1/East of England,2023,2.350364,10.180189,21.747404,0,47.547348,0,11.951715,0,0,0
1600,,,,,,,,,,,,
1601,Male/IMD1/London,All Years,,,,,,,,,,
1602,Male/IMD1/London,2016,0.91453993,20.91078,29.132437,31.781343,10.326844,14.718869,8.6941404,12.515645,0,0
1603,Male/IMD1/London,2017,0.36623999,11.364928,25.249691,34.030323,35.99712,13.80834,0,0,0,0
1604,Male/IMD1/London,2018,0.54761416,4.4703727,13.439415,28.814291,20.068232,33.068783,44.887333,23.932034,22.14349,0
1605,Male/IMD1/London,2019,0.36759233,8.9059095,25.812447,30.808203,48.586143,45.059544,36.476383,11.626555,0,42.517006
1606,Male/IMD1/London,2020,0.5518043,11.025115,25.13068,19.554165,32.640118,24.948544,37.313435,11.778563,0,0
1607,Male/IMD1/London,2021,1.3455303,8.9788771,19.973536,32.152271,42.793972,32.776138,20.898642,0,55.80357,0
1608,Male/IMD1/London,2022,0.96360654,11.448721,24.657265,28.002489,9.0600224,19.826845,9.9078569,15.146925,0,0
1609,Male/IMD1/London,2023,0.77088523,9.1589766,12.328632,15.556938,4.5300112,19.826845,19.815714,0,27.412281,0
1610,,,,,,,,,,,,
1611,Male/IMD1/North East,All Years,,,,,,,,,,
1612,Male/IMD1/North East,2016,1.8290799,32.527882,32.045681,31.781343,46.470802,36.797173,8.6941404,0,0,50.479557
1613,Male/IMD1/North East,2017,1.28184,18.183884,25.249691,52.936062,66.851791,34.520851,8.9134502,0,0,0
1614,Male/IMD1/North East,2018,1.4603044,17.881491,40.318245,25.212505,30.102348,52.910053,44.887333,11.966017,0,0
1615,Male/IMD1/North East,2019,0.91898084,22.264772,41.299915,41.077602,24.293072,51.49662,9.1190958,34.879665,0,0
1616,Male/IMD1/North East,2020,0.91967386,15.435162,30.156815,35.849304,46.628742,56.134224,37.313435,0,0,0
1617,Male/IMD1/North East,2021,0.76887441,15.713035,27.463612,73.950226,47.548855,78.662735,83.594566,14.649868,0,0
1618,Male/IMD1/North East,2022,1.3490491,11.448721,22.191538,28.002489,54.360134,52.87159,29.72357,0,0,0
1619,Male/IMD1/North East,2023,0.19272131,6.8692327,34.520168,37.336651,49.830124,52.87159,59.44714,15.146925,0,0
1620,,,,,,,,,,,,
1621,Male/IMD1/North West,All Years,,,,,,,,,,
1622,Male/IMD1/North West,2016,1.8313866,28.986603,37.010677,42.33342,50.700756,39.123631,31.330502,21.110407,20.362452,0
1623,Male/IMD1/North West,2017,1.4814696,21.252125,47.003525,29.925186,48.635403,31.181789,34.8894,20.859407,10.126582,21.263023
1624,Male/IMD1/North West,2018,2.6128912,34.624756,38.098347,40.595619,26.565464,27.34108,17.405834,20.357269,0,21.070375
1625,Male/IMD1/North West,2019,1.466863,22.183607,37.190029,42.666161,51.312263,28.638145,20.562733,34.867504,0,20.403999
1626,Male/IMD1/North West,2020,2.1355848,24.672472,39.16449,35.450607,40.146053,32.153652,17.027653,15.057218,10.093873,0
1627,Male/IMD1/North West,2021,1.47946,21.881573,31.979942,52.56834,68.022072,53.772694,10.131712,21.947874,12.090437,25.516714
1628,Male/IMD1/North West,2022,1.1174819,24.618414,30.478127,49.730869,44.608006,30.975508,21.929825,21.881838,11.732958,24.038462
1629,Male/IMD1/North West,2023,1.3409784,19.694731,27.938282,54.118885,59.477345,28.762972,31.328321,21.881838,11.732958,0
1630,,,,,,,,,,,,
1631,Male/IMD1/South East,All Years,,,,,,,,,,
1632,Male/IMD1/South East,2016,3.0291786,16.527559,24.523027,41.518387,43.308792,34.161755,0,18.46722,0,0
1633,Male/IMD1/South East,2017,1.131354,32.560032,37.814331,40.350471,19.282684,39.438396,0,18.044027,0,0
1634,Male/IMD1/South East,2018,1.5047494,16.306564,41.069637,50.667118,52.03252,67.31488,23.060072,0,0,0
1635,Male/IMD1/South East,2019,2.2564704,24.470819,26.739159,43.744534,32.664795,36.456436,44.518642,0,0,0
1636,Male/IMD1/South East,2020,1.1300414,24.760647,30.159414,37.31741,26.07052,57.724224,21.73913,33.938572,0,0
1637,Male/IMD1/South East,2021,1.5859233,24.991669,17.236179,37.208313,46.183281,66.592674,65.825562,18.521948,0,0
1638,Male/IMD1/South East,2022,2.36497,16.913319,21.463833,40.941658,38.799793,15.438055,10.095911,36.596523,0,0
1639,Male/IMD1/South East,2023,1.9708084,21.141649,30.049366,51.177074,32.33316,23.157082,10.095911,36.596523,0,0
1640,,,,,,,,,,,,
1641,Male/IMD1/South West,All Years,,,,,,,,,,
1642,Male/IMD1/South West,2016,1.9573972,35.692432,23.823704,64.359268,28.985508,19.992002,14.013453,20.437359,0,0
1643,Male/IMD1/South West,2017,0.48722258,10.074044,40.192924,20.648359,22.663746,9.2412901,69.783669,39.888313,0,0
1644,Male/IMD1/South West,2018,0.96950424,25.149641,44.553352,93.871529,61.718872,26.466696,13.574046,39.393341,0,0
1645,Male/IMD1/South West,2019,1.4615325,25.124365,54.365555,71.637901,30.613808,34.199726,26.549847,18.552876,0,0
1646,Male/IMD1/South West,2020,1.4598824,15.39014,36.836288,63.247105,53.187447,33.244682,25.786488,0,0,0
1647,Male/IMD1/South West,2021,2.4956949,15.179882,25.606884,67.555122,78.702972,93.362755,12.779552,20.614305,0,0
1648,Male/IMD1/South West,2022,1.9721532,20.627062,30.531244,23.899145,22.883295,44.706722,35.31905,20.512821,0,0
1649,Male/IMD1/South West,2023,1.4791149,30.940594,30.531244,59.747864,53.394356,62.589413,0,20.512821,0,0
1650,,,,,,,,,,,,
1651,Male/IMD1/West Midlands,All Years,,,,,,,,,,
1652,Male/IMD1/West Midlands,2016,1.261207,19.854664,32.835331,13.691878,27.997263,8.1089849,5.4019012,23.039705,14.068655,0
1653,Male/IMD1/West Midlands,2017,1.2465175,19.664909,11.300201,27.094397,34.748547,23.214424,26.945463,15.318627,0,0
1654,Male/IMD1/West Midlands,2018,1.2386048,19.300175,30.856035,34.576305,34.662045,15.205656,0,22.791157,13.561161,31.436655
1655,Male/IMD1/West Midlands,2019,1.8533047,15.25204,27.867693,34.096573,24.885681,11.31435,20.936928,7.4404764,27.070927,29.931158
1656,Male/IMD1/West Midlands,2020,1.3857474,11.310938,35.744324,20.645161,12.322859,29.892015,15.726567,15.097758,13.625834,0
1657,Male/IMD1/West Midlands,2021,0.65101731,20.12993,35.704533,44.507084,31.146826,22.6287,10.771799,8.3717041,0,0
1658,Male/IMD1/West Midlands,2022,1.4443817,11.014631,14.493354,26.534798,27.62855,57.297832,25.809116,42.251141,16.658337,0
1659,Male/IMD1/West Midlands,2023,1.6048685,14.686174,22.77527,19.298035,27.62855,34.3787,20.647293,25.350685,33.316673,0
1660,,,,,,,,,,,,
1661,Male/IMD1/Yorkshire and The Humber,All Years,,,,,,,,,,
1662,Male/IMD1/Yorkshire and The Humber,2016,1.0171802,29.430231,38.116592,31.95739,31.83423,24.689325,5.4683657,0,29.520296,0
1663,Male/IMD1/Yorkshire and The Humber,2017,2.0237179,25.158693,32.834972,31.347143,35.682426,34.063812,11.057055,15.714622,0,31.545742
1664,Male/IMD1/Yorkshire and The Humber,2018,1.5096568,30.595659,40.610439,45.87273,45.043694,21.764364,27.722334,30.800032,0,0
1665,Male/IMD1/Yorkshire and The Humber,2019,1.3366705,9.4927092,35.384232,27.480764,41.852261,31.781906,27.356787,7.6010947,14.29184,30.599754
1666,Male/IMD1/Yorkshire and The Humber,2020,2.4996958,32.20002,53.256863,31.665611,35.684547,34.633236,32.599838,15.337423,0,0
1667,Male/IMD1/Yorkshire and The Humber,2021,1.5482672,20.428629,42.955326,35.855145,38.446751,48.484848,26.822596,8.5741234,17.895491,34.674065
1668,Male/IMD1/Yorkshire and The Humber,2022,1.1854461,16.770395,20.207327,46.708237,23.272051,39.357403,29.660389,0,17.528484,0
1669,Male/IMD1/Yorkshire and The Humber,2023,1.8628439,18.633772,20.207327,32.695766,43.635094,25.045618,29.660389,26.21003,0,0
1670,,,,,,,,,,,,
1671,Male/IMD2/East Midlands,All Years,,,,,,,,,,
1672,Male/IMD2/East Midlands,2016,1.3027788,19.349846,51.237007,33.135899,20.923128,11.082174,39.33601,11.239744,20.454081,0
1673,Male/IMD2/East Midlands,2017,0.96953398,32.013317,28.404047,28.548124,30.494446,15.151515,15.500271,11.036309,20.226538,0
1674,Male/IMD2/East Midlands,2018,0.64344889,12.786089,24.140429,40.379566,35.140121,4.877573,7.4145474,0,0,0
1675,Male/IMD2/East Midlands,2019,2.2446761,15.905837,40.387722,19.771442,30.952908,19.114977,14.260249,53.106743,0,0
1676,Male/IMD2/East Midlands,2020,2.2285683,25.818945,32.753593,34.583462,31.248606,42.4869,6.8799448,21.164021,0,0
1677,Male/IMD2/East Midlands,2021,0.33000687,25.308447,13.064637,41.763165,27.520411,28.635517,26.865471,32.844318,0,0
1678,Male/IMD2/East Midlands,2022,1.9559329,6.3702383,45.103092,18.296923,27.168991,19.780437,6.189651,10.779346,0,0
1679,Male/IMD2/East Midlands,2023,1.9559329,19.110714,38.659794,54.890766,27.168991,9.8902187,18.568953,32.338039,0,0
1680,,,,,,,,,,,,
1681,Male/IMD2/East of England,All Years,,,,,,,,,,
1682,Male/IMD2/East of England,2016,0.57152981,13.82514,22.368505,40.241447,24.707045,27.467497,18.894068,8.705493,44.208664,0
1683,Male/IMD2/East of England,2017,0.28575021,19.15237,15.513016,21.500753,29.714371,12.536565,12.522697,8.5543203,0,0
1684,Male/IMD2/East of England,2018,0.85632569,13.588803,30.320488,35.113594,19.070141,19.918732,12.158793,8.3927822,29.010735,0
1685,Male/IMD2/East of England,2019,2.2828183,24.367792,20.528461,24.177114,23.102692,27.337343,11.643476,16.583748,0,0
1686,Male/IMD2/East of England,2020,1.1406541,19.085011,19.966911,30.177038,31.020977,26.902382,11.293693,0,14.166312,0
1687,Male/IMD2/East of England,2021,1.4385426,30.074366,33.648319,49.390846,55.235538,23.737934,44.159859,43.759846,0,0
1688,Male/IMD2/East of England,2022,0.28659454,27.586967,44.282078,9.5764036,23.099134,25.077322,10.004502,25.958294,15.696123,0
1689,Male/IMD2/East of England,2023,2.0061617,19.310877,30.443928,38.305614,26.94899,41.795536,10.004502,8.6527643,15.696123,0
1690,,,,,,,,,,,,
1691,Male/IMD2/London,All Years,,,,,,,,,,
1692,Male/IMD2/London,2016,0.72249442,11.025764,15.1978,30.823606,24.923983,21.623959,13.21004,6.3938618,11.622501,0
1693,Male/IMD2/London,2017,0.89942777,15.514792,10.207802,31.524609,30.023268,13.405275,4.4464207,18.780518,0,0
1694,Male/IMD2/London,2018,0.62523109,9.3242264,11.2224,20.751976,22.217285,25.376686,13.477695,12.195866,10.979359,0
1695,Male/IMD2/London,2019,0.98138928,13.84658,20.280958,36.026299,36.128906,27.476721,13.394651,17.995321,31.549059,0
1696,Male/IMD2/London,2020,0.62113565,11.369321,27.569185,22.317596,25.750872,14.765378,17.875498,6.030272,0,0
1697,Male/IMD2/London,2021,0.60716087,7.0617313,16.237501,12.17349,41.325329,28.347349,29.636948,27.660604,26.430553,27.901785
1698,Male/IMD2/London,2022,0.4022049,9.4966764,10.635894,13.40011,23.350302,25.404083,9.2102232,13.918853,0,26.42008
1699,Male/IMD2/London,2023,0.90496099,13.05793,11.96538,18.425152,18.680241,28.579594,18.420446,13.918853,12.83697,79.260239
1700,,,,,,,,,,,,
1701,Male/IMD2/North East,All Years,,,,,,,,,,
1702,Male/IMD2/North East,2016,4.7880745,14.148941,20.558153,34.726242,11.862396,39.673092,21.217909,0,0,0
1703,Male/IMD2/North East,2017,1.5923821,14.31366,25.087807,45.093288,30.85277,28.887123,0,0,0,67.842606
1704,Male/IMD2/North East,2018,1.584401,14.434875,44.361198,38.774719,6.1938682,6.838542,10.531858,0,28.011204,0
1705,Male/IMD2/North East,2019,2.1178365,24.446291,34.066574,54.171181,31.197355,26.388706,20.393597,57.479523,27.480078,0
1706,Male/IMD2/North East,2020,1.0544741,10.042682,19.064869,26.533644,43.287365,32.513981,29.434851,14.382281,0,0
1707,Male/IMD2/North East,2021,1.7275136,35.137035,52.428387,10.501995,30.171373,19.734245,28.738384,44.490582,28.860029,0
1708,Male/IMD2/North East,2022,2.2688727,20.327269,24.026911,51.321529,23.508669,27.404768,8.7688532,29.761906,0,62.932663
1709,Male/IMD2/North East,2023,1.1344364,45.736355,57.664585,46.189377,41.140171,20.553576,35.075413,14.880953,27.28513,0
1710,,,,,,,,,,,,
1711,Male/IMD2/North West,All Years,,,,,,,,,,
1712,Male/IMD2/North West,2016,1.9487985,27.910172,51.26828,43.360119,19.812069,19.325165,5.0937247,15.247389,13.772207,0
1713,Male/IMD2/North West,2017,2.3806536,32.254597,33.122768,34.026142,23.934181,10.561893,10.087764,7.4548979,0,0
1714,Male/IMD2/North West,2018,1.5112066,23.746304,29.989159,27.854378,9.1852665,40.191582,39.59024,14.395739,0,0
1715,Male/IMD2/North West,2019,2.1479831,15.023394,45.455578,35.369339,37.155155,35.993587,9.6543732,27.92906,13.296104,0
1716,Male/IMD2/North West,2020,2.1431129,17.391304,20.019575,36.913017,24.971907,32.079044,19.20215,0,0,0
1717,Male/IMD2/North West,2021,1.825913,15.189324,34.697372,25.258266,37.549282,16.194332,28.434671,7.0219789,13.528138,57.045067
1718,Male/IMD2/North West,2022,1.342994,13.178124,23.917204,24.526636,24.408848,23.915272,38.799793,34.797134,0,0
1719,Male/IMD2/North West,2023,0,19.767187,28.265785,44.147945,45.76659,34.164673,38.799793,6.9594264,0,0
1720,,,,,,,,,,,,
1721,Male/IMD2/South East,All Years,,,,,,,,,,
1722,Male/IMD2/South East,2016,1.9251295,26.277756,26.243963,37.016472,34.398647,12.458989,22.885914,24.952175,0,0
1723,Male/IMD2/South East,2017,1.0670559,19.399479,10.13916,30.292933,49.019608,41.742561,17.000057,8.1873264,0,0
1724,Male/IMD2/South East,2018,0.63995224,32.271252,29.406719,29.613836,20.036064,25.443443,27.385256,8.0321283,28.184893,0
1725,Male/IMD2/South East,2019,1.0686227,36.755169,18.987492,17.305031,36.878101,24.90217,21.204411,23.205446,14.098407,26.11648
1726,Male/IMD2/South East,2020,0.85627985,23.954704,36.851925,44.647839,33.629272,3.5385704,40.958427,7.6899414,0,0
1727,Male/IMD2/South East,2021,2.0278559,31.115812,47.776787,43.365135,39.015087,44.68475,66.098221,9.8493052,19.516003,0
1728,Male/IMD2/South East,2022,0.89067817,11.219819,13.715854,21.502485,46.942059,41.50317,46.593979,16.093988,0,0
1729,Male/IMD2/South East,2023,0.89067817,13.463782,27.431707,37.629353,20.118025,41.50317,23.296989,8.0469942,0,0
1730,,,,,,,,,,,,
1731,Male/IMD2/South West,All Years,,,,,,,,,,
1732,Male/IMD2/South West,2016,1.8285937,10.757026,26.22072,22.598141,26.691975,30.383593,38.022812,23.313646,40.788578,0
1733,Male/IMD2/South West,2017,0.60829103,31.980385,36.724201,41.209663,28.048742,31.088083,15.821115,7.5660133,0,28.5144
1734,Male/IMD2/South West,2018,1.5183953,26.693716,30.169222,37.301834,16.042095,13.209167,20.277805,29.781849,0,0
1735,Male/IMD2/South West,2019,1.2215344,32.293655,32.119053,39.543728,52.05114,19.337372,24.321432,7.2275224,0,0
1736,Male/IMD2/South West,2020,1.5247715,16.357243,23.484592,41.682793,16.50165,34.888515,37.360481,21.431633,12.822157,0
1737,Male/IMD2/South West,2021,1.9169329,19.341825,26.601404,32.178799,36.89418,29.176256,26.90583,36.02565,13.078734,0
1738,Male/IMD2/South West,2022,1.9047982,28.105677,26.43824,36.894085,32.940247,10.276788,24.429968,35.218708,12.795905,0
1739,Male/IMD2/South West,2023,0.63493276,14.052838,23.794416,25.542059,36.234272,17.127981,8.1433229,21.131226,0,0
1740,,,,,,,,,,,,
1741,Male/IMD2/West Midlands,All Years,,,,,,,,,,
1742,Male/IMD2/West Midlands,2016,1.2863722,21.615612,6.9134779,15.798412,19.814535,10.917626,14.391595,0,0,0
1743,Male/IMD2/West Midlands,2017,2.8922539,6.1195765,16.870804,23.394548,16.567949,9.8580446,14.512735,21.134947,0,0
1744,Male/IMD2/West Midlands,2018,0.6420278,21.366869,56.407192,30.680729,42.188751,14.145605,21.288675,20.296326,0,0
1745,Male/IMD2/West Midlands,2019,0.9640103,33.982082,35.596401,41.584759,33.904053,9.1612844,0,19.58672,19.186493,0
1746,Male/IMD2/West Midlands,2020,0.96358919,18.531101,38.332535,18.425028,21.224213,18.051355,13.438151,0,0,40.933277
1747,Male/IMD2/West Midlands,2021,1.0139279,21.781069,35.036312,46.978897,34.680077,40.216274,33.04911,19.69861,0,0
1748,Male/IMD2/West Midlands,2022,0.66854978,9.5066071,19.053062,35.459736,51.347881,28.114897,35.735558,0,56.401581,0
1749,Male/IMD2/West Midlands,2023,2.0056493,9.5066071,41.281635,28.367788,21.394951,37.486526,0,19.960079,37.601051,0
1750,,,,,,,,,,,,
1751,Male/IMD2/Yorkshire and The Humber,All Years,,,,,,,,,,
1752,Male/IMD2/Yorkshire and The Humber,2016,0.96477914,18.527668,31.110651,27.647221,11.888721,5.4588132,21.587393,21.765154,0,0
1753,Male/IMD2/Yorkshire and The Humber,2017,1.9281693,18.35873,33.741608,62.385464,24.851925,14.787066,14.512735,10.567473,20.210186,0
1754,Male/IMD2/Yorkshire and The Humber,2018,1.2840556,12.20964,23.226492,23.010546,25.313251,18.860807,14.19245,20.296326,19.809826,0
1755,Male/IMD2/Yorkshire and The Humber,2019,1.6066839,9.2678404,35.596401,34.023891,46.618073,18.322569,20.688229,9.7933598,0,42.140751
1756,Male/IMD2/Yorkshire and The Humber,2020,0,30.885168,19.166267,44.22007,46.693268,31.589872,13.438151,9.8726425,0,0
1757,Male/IMD2/Yorkshire and The Humber,2021,1.351904,21.781069,35.036312,65.047699,52.020115,13.405425,19.829466,9.8493052,39.032005,0
1758,Male/IMD2/Yorkshire and The Humber,2022,1.3370996,28.519821,22.228573,31.913761,38.51091,9.3716316,11.911852,9.9800396,0,0
1759,Male/IMD2/Yorkshire and The Humber,2023,0.66854978,6.337738,22.228573,24.821815,29.95293,28.114897,47.647408,0,18.800526,0
1760,,,,,,,,,,,,
1761,Male/IMD3/East Midlands,All Years,,,,,,,,,,
1762,Male/IMD3/East Midlands,2016,2.1350489,12.378535,34.651234,23.279274,14.80933,9.3049221,6.6176958,9.7106237,18.268177,0
1763,Male/IMD3/East Midlands,2017,2.8255272,18.244846,26.986,19.219681,15.502073,8.4774504,19.547794,0,17.510069,0
1764,Male/IMD3/East Midlands,2018,0.35297772,15.239256,29.414648,26.571516,23.889154,24.241446,31.298904,9.0744104,0,37.721615
1765,Male/IMD3/East Midlands,2019,0,18.384043,28.576872,33.44606,40.252789,28.126005,17.672007,0,0,0
1766,Male/IMD3/East Midlands,2020,1.7637119,31.1779,15.484671,43.755699,56.781311,27.738152,11.341084,0,0,0
1767,Male/IMD3/East Midlands,2021,2.21524,22.031979,43.885773,36.032139,16.651403,24.439919,16.321201,17.391304,0,0
1768,Male/IMD3/East Midlands,2022,2.9260406,15.960163,24.686787,24.484085,20.497684,17.09767,14.947683,0,0,0
1769,Male/IMD3/East Midlands,2023,0.73151016,15.960163,12.343393,38.474991,24.597221,25.646505,19.930244,8.5418978,15.158405,0
1770,,,,,,,,,,,,
1771,Male/IMD3/East of England,All Years,,,,,,,,,,
1772,Male/IMD3/East of England,2016,1.0654824,9.3313179,31.391918,28.620493,19.765017,8.3187752,7.6917162,5.3163209,9.3049221,20.350019
1773,Male/IMD3/East of England,2017,1.7019539,22.095785,16.265451,25.721367,14.010508,15.147307,11.396444,5.198586,9.0612545,0
1774,Male/IMD3/East of England,2018,2.341063,18.530529,45.663006,25.213165,16.960651,16.884966,18.448822,10.040665,0,19.417477
1775,Male/IMD3/East of England,2019,1.0654643,16.78854,29.052313,24.520731,34.735146,35.593945,24.407253,19.570429,8.7665472,0
1776,Male/IMD3/East of England,2020,1.2776587,13.194353,20.710171,23.898497,22.511255,16.567263,10.011012,4.8849592,0,0
1777,Male/IMD3/East of England,2021,0.66781533,15.346544,24.689482,21.32469,38.136887,16.934801,35.215778,10.157956,17.239893,0
1778,Male/IMD3/East of England,2022,0.66410911,23.456741,28.130451,43.572083,37.222691,20.580896,20.487604,25.056377,8.2726669,0
1779,Male/IMD3/East of England,2023,1.3282182,13.6831,20.628998,31.122915,47.148743,20.580896,17.560804,5.0112753,0,17.822136
1780,,,,,,,,,,,,
1781,Male/IMD3/London,All Years,,,,,,,,,,
1782,Male/IMD3/London,2016,1.0654824,7.465054,29.299124,14.310246,24.157242,13.864626,3.8458581,0,0,0
1783,Male/IMD3/London,2017,1.2764654,25.778416,12.199089,16.368143,14.010508,15.147307,3.7988148,0,0,19.719976
1784,Male/IMD3/London,2018,2.5538871,11.118318,23.824177,32.089485,14.537701,19.297104,22.138588,5.0203323,54.37738,0
1785,Male/IMD3/London,2019,0.63927853,13.057753,15.494567,20.062416,12.405409,14.237577,17.433752,19.570429,0,0
1786,Male/IMD3/London,2020,1.2776587,7.5396304,16.944685,13.035543,25.012506,26.034271,6.6740079,4.8849592,8.6505194,18.450184
1787,Male/IMD3/London,2021,1.1130255,19.18318,22.790291,4.2649379,17.797213,24.192574,19.208605,10.157956,17.239893,0
1788,Male/IMD3/London,2022,1.1068485,27.366199,7.5014534,22.823471,17.370588,7.7178359,11.707203,15.033826,8.2726669,0
1789,Male/IMD3/London,2023,0.66410911,13.6831,16.878271,22.823471,27.29664,15.435672,14.634004,5.0112753,8.2726669,0
1790,,,,,,,,,,,,
1791,Male/IMD3/North East,All Years,,,,,,,,,,
1792,Male/IMD3/North East,2016,2.6275914,6.9036937,22.075056,24.797487,31.193949,21.17971,28.59594,42.890842,0,0
1793,Male/IMD3/North East,2017,0.87928319,13.773156,14.442519,32.328457,24.777006,19.011406,0,0,0,0
1794,Male/IMD3/North East,2018,1.7522955,28.364771,14.193457,15.894461,25.241901,17.982378,0,0,0,0
1795,Male/IMD3/North East,2019,1.7421755,28.752157,14.003641,7.7851305,25.469055,8.6994343,0,19.215988,36.376865,0
1796,Male/IMD3/North East,2020,1.7354031,7.4404764,61.736862,30.684259,33.901176,25.625694,12.9887,0,36.11412,0
1797,Male/IMD3/North East,2021,0,7.6546235,21.001051,45.310375,41.370182,25.673941,12.484394,37.27866,34.036758,0
1798,Male/IMD3/North East,2022,1.8963817,7.8131104,20.872469,36.900368,57.072971,9.0293455,0,18.362101,0,0
1799,Male/IMD3/North East,2023,4.7409544,7.8131104,13.91498,29.520296,57.072971,18.058691,22.323919,0,0,0
1800,,,,,,,,,,,,
1801,Male/IMD3/North West,All Years,,,,,,,,,,
1802,Male/IMD3/North West,2016,1.8492606,32.803432,27.869904,22.24482,32.606117,23.594179,32.133675,24.144869,0,0
1803,Male/IMD3/North West,2017,2.4749105,12.572607,19.025358,28.119728,28.132032,24.986614,5.2988553,15.541224,0,0
1804,Male/IMD3/North West,2018,1.2394683,17.721968,26.806059,18.488276,25.817278,16.93939,35.849636,22.529287,13.791202,0
1805,Male/IMD3/North West,2019,0.31000158,17.951941,31.242678,24.244629,29.658922,26.355669,9.8092108,7.2243896,13.610998,0
1806,Male/IMD3/North West,2020,0.9310351,18.250553,59.010674,23.573786,13.264798,16.251179,9.5215425,14.193457,0,29.515938
1807,Male/IMD3/North West,2021,1.2785558,23.37298,32.534161,50.620094,52.995926,26.196869,13.849136,21.111893,12.820513,0
1808,Male/IMD3/North West,2022,2.209568,15.833641,42.312767,46.484921,26.109661,13.811678,16.734301,13.978194,0,29.612082
1809,Male/IMD3/North West,2023,1.5782629,31.667282,44.801754,35.547291,29.373367,24.170437,29.285027,6.9890971,37.39716,0
1810,,,,,,,,,,,,
1811,Male/IMD3/South East,All Years,,,,,,,,,,
1812,Male/IMD3/South East,2016,0.87053871,14.163414,23.6833,27.970222,20.523767,23.617708,11.003521,5.0484653,8.825346,0
1813,Male/IMD3/South East,2017,2.0902574,12.455626,15.873856,31.618221,36.89156,26.294401,21.585064,9.8556156,8.5918036,0
1814,Male/IMD3/South East,2018,1.566847,17.065111,20.639835,32.84544,31.288412,15.909452,20.903738,23.827679,16.926201,0
1815,Male/IMD3/South East,2019,1.5693167,31.097427,16.720171,35.749752,43.096603,31.118717,13.246349,14.020658,8.2338409,31.550718
1816,Male/IMD3/South East,2020,1.393891,25.143002,17.840923,23.227455,36.324837,22.080418,15.954561,4.5960107,8.1926918,0
1817,Male/IMD3/South East,2021,1.681762,16.497295,28.317759,19.366709,51.289223,27.85774,18.714909,14.637716,8.342371,0
1818,Male/IMD3/South East,2022,1.2988483,16.672224,26.353933,30.003,18.266508,27.027027,16.943409,4.8076925,8.1024141,16.507097
1819,Male/IMD3/South East,2023,0.3710995,20.006668,11.529846,30.003,20.549822,19.656019,28.239016,19.23077,8.1024141,16.507097
1820,,,,,,,,,,,,
1821,Male/IMD3/South West,All Years,,,,,,,,,,
1822,Male/IMD3/South West,2016,2.2222936,13.796909,33.012016,35.38821,21.555904,18.805073,7.7050505,10.847752,0,20.329336
1823,Male/IMD3/South West,2017,1.4793556,25.375261,31.920326,11.611435,18.07052,31.813622,11.305822,10.606141,0,0
1824,Male/IMD3/South West,2018,1.475104,23.509129,26.952501,22.787868,25.514345,16.399971,17.941725,10.264306,18.261505,0
1825,Male/IMD3/South West,2019,1.2293439,13.765979,16.12318,33.374123,25.933609,20.594965,16.999287,0,26.9324,0
1826,Male/IMD3/South West,2020,2.2111502,23.898193,23.467293,23.960966,28.433323,24.90378,9.6761703,19.633829,26.130129,0
1827,Male/IMD3/South West,2021,1.5546378,29.022762,39.204926,41.631973,38.931335,30.213587,30.933895,29.698559,8.5171623,17.869907
1828,Male/IMD3/South West,2022,1.2890984,16.87052,23.372677,21.277502,24.107422,19.563728,16.984657,14.560987,0,52.146706
