quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
1.75,.88,.85000002,.89999998,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
2,.86000001,.83999997,.88999999,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
2.25,.85000002,.81999999,.88,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
2.5,.83999997,.80000001,.87,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
2.75,.81999999,.77999997,.85000002,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
3,.81,.77999997,.83999997,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
3.25,.79000002,.75,.81999999,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
3.5,.76999998,.74000001,.81,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
3.75,.75999999,.72000003,.80000001,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
4,.75,.70999998,.79000002,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
4.25,.74000001,.69999999,.77999997,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
4.5,.72000003,.68000001,.75999999,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
4.75,.69999999,.66000003,.75,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
5,.69,.64999998,.73000002,All Persons,All IMD Quintiles,South East,All Routes,Early,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
.25,.88999999,.87,.92000002,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
.5,.81999999,.77999997,.85000002,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
.75,.75,.70999998,.77999997,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
1,.69999999,.67000002,.74000001,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
1.25,.64999998,.61000001,.69,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
1.5,.61000001,.56999999,.64999998,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
1.75,.56999999,.52999997,.61000001,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
2,.54000002,.5,.57999998,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
2.25,.50999999,.47,.56,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
2.5,.49000001,.44999999,.52999997,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
2.75,.47999999,.43000001,.51999998,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
3,.46000001,.41999999,.50999999,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
3.25,.44,.40000001,.49000001,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
3.5,.43000001,.38,.47,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
3.75,.41,.37,.46000001,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
4,.41,.36000001,.46000001,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
4.25,.41,.36000001,.44999999,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
4.5,.40000001,.34999999,.44,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
4.75,.38,.33000001,.43000001,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
5,.38,.33000001,.43000001,All Persons,All IMD Quintiles,South East,All Routes,Advanced,All Ages,All Years
0,.99000001,.95999998,1.01,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
.25,.94999999,.89999998,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
.5,.91000003,.85000002,.97000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
.75,.89999998,.82999998,.97000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
1,.86000001,.79000002,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
1.25,.86000001,.79000002,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
1.5,.86000001,.79000002,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
1.75,.85000002,.76999998,.93000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
2,.81999999,.73000002,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
2.25,.80000001,.70999998,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
2.5,.77999997,.69,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
2.75,.77999997,.69,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
3,.77999997,.69,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
3.25,.74000001,.63,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
3.5,.74000001,.63,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
3.75,.74000001,.63,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
4,.74000001,.63,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
4.25,.70999998,.58999997,.81999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
4.5,.67000002,.55000001,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
4.75,.67000002,.55000001,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,0-49,All Years
0,.99000001,.97000003,1.01,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
.25,.95999998,.92000002,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
.5,.92000002,.86000001,.97000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
.75,.88,.81,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
1,.87,.80000001,.93000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
1.25,.81999999,.75,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
1.5,.81999999,.75,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
1.75,.81999999,.75,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
2,.80000001,.72000003,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
2.25,.79000002,.69999999,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
2.5,.79000002,.69999999,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
2.75,.79000002,.69999999,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
3,.79000002,.69999999,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
3.25,.79000002,.69999999,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
3.5,.76999998,.68000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
3.75,.76999998,.68000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
4,.76999998,.68000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
4.25,.76999998,.68000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
4.5,.76999998,.68000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
4.75,.76999998,.68000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
5,.76999998,.68000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,50-54,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
.25,.95999998,.93000001,.99000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
.5,.93000001,.89999998,.97000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
.75,.91000003,.86000001,.94999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
1,.88999999,.83999997,.93000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
1.25,.87,.81999999,.92000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
1.5,.83999997,.77999997,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
1.75,.80000001,.74000001,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
2,.76999998,.70999998,.82999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
2.25,.75,.69,.81999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
2.5,.73000002,.66000003,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
2.75,.72000003,.64999998,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
3,.69999999,.63,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
3.25,.67000002,.60000002,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
3.5,.66000003,.58999997,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
3.75,.64999998,.57999998,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
4,.64999998,.57999998,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
4.25,.64999998,.57999998,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
4.5,.64999998,.57999998,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
4.75,.63999999,.56,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
5,.63999999,.56,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,55-59,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
.25,.94,.91000003,.97000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
.5,.88999999,.85000002,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
.75,.83999997,.79000002,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
1,.81,.75999999,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
1.25,.76999998,.70999998,.82999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
1.5,.73000002,.67000002,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
1.75,.70999998,.64999998,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
2,.69999999,.63999999,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
2.25,.68000001,.62,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
2.5,.66000003,.58999997,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
2.75,.64999998,.58999997,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
3,.63,.56,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
3.25,.63,.56,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
3.5,.63,.56,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
3.75,.62,.55000001,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
4,.61000001,.54000002,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
4.25,.60000002,.52999997,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
4.5,.57999998,.5,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
4.75,.56999999,.49000001,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
5,.55000001,.47,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,60-64,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
.25,.93000001,.89999998,.95999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
.5,.89999998,.86000001,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
.75,.85000002,.80000001,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
1,.82999998,.77999997,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
1.25,.80000001,.74000001,.85000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
1.5,.77999997,.73000002,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
1.75,.75,.69,.81,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
2,.73000002,.67000002,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
2.25,.70999998,.64999998,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
2.5,.69999999,.63999999,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
2.75,.68000001,.61000001,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
3,.67000002,.61000001,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
3.25,.63999999,.56999999,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
3.5,.62,.55000001,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
3.75,.61000001,.54000002,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
4,.60000002,.52999997,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
4.25,.58999997,.51999998,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
4.5,.57999998,.50999999,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
4.75,.56999999,.49000001,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
5,.56999999,.49000001,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,65-69,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
.25,.88999999,.86000001,.93000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
.5,.87,.81999999,.91000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
.75,.82999998,.79000002,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
1,.81999999,.76999998,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
1.25,.77999997,.73000002,.82999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
1.5,.73000002,.68000001,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
1.75,.70999998,.64999998,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
2,.69,.63,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
2.25,.64999998,.58999997,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
2.5,.63,.56,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
2.75,.62,.55000001,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
3,.58999997,.52999997,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
3.25,.56999999,.5,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
3.5,.56,.49000001,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
3.75,.52999997,.46000001,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
4,.52999997,.44999999,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
4.25,.50999999,.43000001,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
4.5,.50999999,.43000001,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
4.75,.49000001,.41999999,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
5,.47999999,.40000001,.56,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
.25,.94,.89999998,.97000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
.5,.91000003,.87,.95999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
.75,.86000001,.81,.91000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1,.82999998,.76999998,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1.25,.79000002,.73000002,.85000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1.5,.74000001,.67000002,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1.75,.70999998,.63999999,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2,.68000001,.61000001,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2.25,.67000002,.58999997,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2.5,.66000003,.57999998,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2.75,.63,.55000001,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3,.62,.54000002,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3.25,.62,.54000002,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3.5,.62,.54000002,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3.75,.61000001,.52999997,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4,.61000001,.52999997,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4.25,.61000001,.52999997,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4.5,.61000001,.52999997,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4.75,.56,.47,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
5,.56,.47,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
.25,.92000002,.87,.97000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
.5,.86000001,.79000002,.92000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
.75,.75999999,.69,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1,.73000002,.64999998,.81,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1.25,.69999999,.61000001,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1.5,.66000003,.56999999,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1.75,.64999998,.56,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2,.63,.54000002,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2.25,.61000001,.51999998,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2.5,.56,.47,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2.75,.49000001,.38999999,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3,.49000001,.38999999,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3.25,.47999999,.38,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3.5,.44999999,.34999999,.55000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3.75,.41,.31,.50999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4,.36000001,.25999999,.46000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4.25,.36000001,.25999999,.46000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4.5,.34,.23999999,.44,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4.75,.34,.23999999,.44,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
5,.31999999,.22,.41999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
0,.99000001,.95999998,1.01,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
.25,.88999999,.82999998,.95999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
.5,.80000001,.70999998,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
.75,.75999999,.67000002,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1,.68000001,.57999998,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1.25,.66000003,.55000001,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1.5,.62,.50999999,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1.75,.57999998,.47,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
2,.56999999,.44999999,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
2.25,.55000001,.43000001,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
2.75,.50999999,.38999999,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3,.49000001,.37,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3.25,.49000001,.37,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3.5,.47,.34999999,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3.75,.47,.34999999,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
4.25,.47,.34999999,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
4.5,.37,.23999999,.5,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
5,.37,.23999999,.5,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
0,.97000003,.89999998,1.03,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
.25,.69999999,.54000002,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
.5,.60000002,.43000001,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
.75,.5,.33000001,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
1,.43000001,.25999999,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
1.25,.37,.2,.52999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
1.5,.33000001,.17,.5,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
2,.28999999,.13,.44999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
3,.28999999,.13,.44999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
3.25,.23999999,.090000004,.40000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
4.5,.18000001,.039999999,.33000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
4.75,.18000001,.039999999,.33000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
.25,.94999999,.92000002,.98000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
.5,.91000003,.88,.94999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
.75,.86000001,.81999999,.91000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1,.83999997,.79000002,.88,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1.25,.79000002,.74000001,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1.5,.74000001,.69,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1.75,.70999998,.64999998,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2,.68000001,.62,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2.25,.66000003,.60000002,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2.5,.63999999,.57999998,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2.75,.63,.56999999,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3,.62,.56999999,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3.25,.61000001,.55000001,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3.5,.60000002,.54000002,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3.75,.57999998,.51999998,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4,.56999999,.50999999,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4.25,.56,.5,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4.5,.55000001,.49000001,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4.75,.51999998,.46000001,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
.25,.93000001,.88999999,.95999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
.5,.88,.83999997,.92000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
.75,.81999999,.76999998,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1,.80000001,.74000001,.85000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1.25,.77999997,.72000003,.82999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1.5,.75,.69,.81,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1.75,.72000003,.66000003,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2,.68000001,.62,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2.25,.67000002,.61000001,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2.5,.64999998,.58999997,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2.75,.64999998,.57999998,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
